nci_id	nct_id	official_title	inclusion_indicaInclusionor	description	Text	Boolean
NCI-2015-01642	NCT02567409	A Randomized Phase 2 Trial of Cisplatin/Gemcitabine with or without VX-970 in Metastatic Urothelial Carcinoma	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-01643	NCT02567422	A Phase I Study of VX-970 in Combination with Cisplatin and XRT in Patients with Locally Advanced HPV (-) Head and Neck Squamous Cell Carcinoma (HNSCC; SDC 10060121)	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-01644	NCT02567435	A Randomized Phase 3 Study of Vincristine, Dactinomycin, Cyclophosphamide (VAC) Alternating with Vincristine and Irinotecan (VI) versus VAC/VI plus Temsirolimus (TORI, Torisel, NSC# 683864, IND#122782) in Patients with Intermediate Risk (IR) Rhabdomyosarcoma (RMS)	N/A			
NCI-2015-01681	NCT02572453	Phase 2 Study of AT13387 (Onalespib) in ALK+ ALCL, MCL, and BCL-6+ DLBCL	N/A			
NCI-2015-01706	NCT02749903	A Phase II Study of Enzalutamide (NSC# 766085) for Patients with Androgen Receptor Positive Salivary Cancers	N/A			
NCI-2015-01707	NCT02761057	A Randomized, Phase II Efficacy Assessment of Multiple MET Kinase Inhibitors (Cabozantinib [NSC #761968], Crizotinib [NSC #749005], Savolitinib [NSC #785348], and Sunitinib [NSC #736511]) in Metastatic Papillary Renal Carcinoma (PAPMET)	Inclusion	White blood cell count (WBC) >= 2,000/mcL	Leukocyte count greater than or equal to 2000 per microliter	(C51948 >= 2000/uL)
NCI-2015-01744	NCT02581930	A Phase 2 Study of Ibrutinib (PCI-32765) in Refractory Distant Metastatic Cutaneous Melanoma: Correlation of Biomarkers with Response and Resistance	N/A			
NCI-2015-01745	NCT02797470	A Phase I Study of Stem Cell Gene Therapy for HIV Mediated by Lentivector Transduced, Pre-selected CD34+ Cells	N/A			
NCI-2015-01779	NCT02589522	Phase 1 Trial to Determine the Recommended Phase 2 Dose (RP2D) of VX-970 When Combined with Whole Brain Radiotherapy (WBRT) in Patients with Brain Metastases from Non-Small Cell Lung Cancer (NSCLC)	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-01906	NCT02595866	Phase I Study of MK-3475 (Pembrolizumab) in Patients with Human Immunodeficiency Virus (HIV) and Relapsed/Refractory or Disseminated Malignant Neoplasm	N/A			
NCI-2015-01907	NCT02595879	Phase I Dose-Escalation Bioavailability Study of Oral Triapine in Combination with Concurrent Chemoradiation for Locally Advanced Cervical Cancer (LACC) and Vulvar Cancer	N/A			
NCI-2015-01910	NCT02595892	Phase 2 Study of VX-970 (NSC# 780162) in Combination with Gemcitabine versus Gemcitabine Alone in Subjects with Platinum-Resistant Recurrent Ovarian or Primary Peritoneal Fallopian Tube Cancer	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-01911	NCT02734537	Phase II Randomized Trial of Radiotherapy with or without Cisplatin for Surgically Resected Squamous Cell Carcinoma of the Head and Neck (SCCHN) with TP53 Sequencing	N/A			
NCI-2015-01912	NCT02595905	Phase II Randomized Placebo-Controlled Trial of Cisplatin with or without ABT-888 (Veliparib) in Metastatic Triple-Negative Breast Cancer and/or BRCA Mutation-Associated Breast Cancer	N/A			
NCI-2015-01913	NCT02595918	A Pilot Study of Neoadjuvant Nivolumab in High-Risk, Non-metastatic, Renal Cell Carcinoma	Inclusion	Leukocytes >= 2,500/mcL	Leukocyte count greater than or equal to 2500 per microliter	(C51948 >= 2500/uL)
NCI-2015-01915	NCT02595931	Phase I Clinical Trial of VX-970 in Combination with the Topoisomerase I Inhibitor Irinotecan in Patients with Advanced Solid Tumors	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-01916	NCT02595944	Adjuvant Nivolumab in Resected Lung Cancers (ANVIL)-A Randomized Phase III Study of Nivolumab after Surgical Resection and Adjuvant Chemotherapy in Non-small Cell Lung Cancers	Inclusion	White blood cell (WBC) >= 2000/uL	Leukocyte count greater than or equal to 2000 per microliter	(C51948 >= 2000/uL)
NCI-2015-01917	NCT02642965	A Phase 1/2 Study of CPX-351 (NSC# 775341) Alone Followed by Fludarabine, Cytarabine, and G-CSF (FLAG) for Children with Relapsed Acute Myeloid Leukemia (AML)	N/A			
NCI-2015-01918	NCT02750826	Randomized Phase III Trial Evaluating the Role of Weight Loss in Adjuvant Treatment of Overweight and Obese Women with Early Breast Cancer	N/A			
NCI-2015-01919	NCT02717455	Phase I Trial of Panobinostat in Children with Diffuse Intrinsic Pontine Glioma	N/A			
NCI-2015-01929	NCT02601209	A Phase I/Randomized Phase II Study of MLN0128 (TAK-228) vs. Pazopanib in Patients with Locally Advanced/Unresectable and/or Metastatic Sarcoma	N/A			
NCI-2015-02064	NCT02627443	Phase 1 Dose Escalation and Randomized Phase 2 Trial of Carboplatin and Gemcitabine with or without VX-970 in First Recurrence Platinum-Sensitive Epithelial Ovarian, Peritoneal, and Fallopian Tube Cancer	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-02125	NCT02631733	A Phase I Study of a Combination of MM-398 and Veliparib in Solid Tumors	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-02126	NCT02631746	Phase II Trial of Nivolumab for HTLV-Associated Adult T Cell Leukemia/Lymphoma	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2015-02248	NCT02890355	Randomized Phase II Study of 2nd Line FOLFIRI versus Modified FOLFIRI with PARP Inhibitor ABT-888 (Veliparib) (NSC-737664) in Metastatic Pancreatic Cancer	N/A			
NCI-2015-02250	NCT02642042	A Phase II Trial of Trametinib with Docetaxel in Patients with KRAS Mutation Positive Non-small Cell Lung Cancer (NSCLC) and Progressive Disease following One or Two Prior Systemic Therapies	N/A			
NCI-2015-02253	NCT02823652	COMET - Communication and Education in Tumor Profiling: A Randomized Study of Pre-Test Genetic Education v. Usual Care in Tumor Profiling for Advanced Cancer and a Pilot Study of Remote Genetic Counseling for Participants with Potential Germline Mutations Identified on Tumor Profiling	N/A			
NCI-2016-00050	NCT02785952	A Phase III Randomized Study of Nivolumab Plus Ipilimumab Versus Nivolumab for Previously Treated Patients with Stage IV Squamous Cell Lung Cancer and No Matching Biomarker (Lung-Map Sub-Study)	N/A			
NCI-2016-00071	NCT03077451	A Pilot Study of Nelfinavir for the Treatment of Kaposi Sarcoma	Inclusion	Leukocytes >= 3,000/mm^3	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-00150	NCT02724579	A Phase 2 Study of Reduced Therapy for Newly Diagnosed Average-Risk WNT-Driven Medulloblastoma Patients	N/A			
NCI-2016-00195	NCT02689453	A Phase I Study of Subcutaneous Recombinant Human IL-15 (S.C. Rhil-15) and Alemtuzumab for Patients with Refractory or Relapsed Chronic and Acute Adult T-Cell Leukemia (ATL)	N/A			
NCI-2016-00203	NCT02713386	A Phase I/II Study of Ruxolitinib with Front-Line Neoadjuvant and Post-Surgical Therapy in Patients with Advanced Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	N/A			
NCI-2016-00222	NCT02921256	A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer	N/A			
NCI-2016-00232	NCT02717507	Pharmacologic Reversal of Ventricular Remodeling in Childhood Cancer Survivors at Risk for Heart Failure (PREVENT-HF): A Phase 2b Randomized Placebo-Controlled (Carvedilol) Trial	N/A			
NCI-2016-00233	NCT02927249	A Randomized Phase III Double Blinded Placebo Controlled Trial of Aspirin as Adjuvant Therapy for Node Positive HER2 Negative Breast Cancer: The ABC Trial	N/A			
NCI-2016-00252	NCT02933489	Comparison of Abbreviated Breast MRI and Digital Breast Tomosynthesis in Breast Cancer Screening in Women with Dense Breasts	N/A			
NCI-2016-00264	NCT02728596	A Pragmatic Trial to Evaluate a Guideline-Based Colony Stimulating Factor Standing Order Intervention and to Determine the Effectiveness of Colony Stimulating Factor Use as Prophylaxis for Patients Receiving Chemotherapy with Intermediate Risk for Febrile Neutropenia-Trial Assessing CSF Prescribing Effectiveness and Risk (TrACER)	N/A			
NCI-2016-00325	NCT02728258	A Phase II Evaluation of Copanlisib (BAY 80-6946), a Selective Inhibitor of PI3KCA, in Patients with Persistent or Recurrent Endometrial Carcinoma Harboring PIK3CA Hotspot Mutations	N/A			
NCI-2016-00326	NCT03055013	A Phase 3 RandOmized Study Comparing PERioperative Nivolumab vs. Observation in Patients with Localized Renal Cell Carcinoma Undergoing Nephrectomy (PROSPER RCC)	N/A			
NCI-2016-00355	NCT02723864	Phase I Study of Veliparib (ABT-888), an Oral PARP Inhibitor, and VX-970, an ATR Inhibitor, in Combination with Cisplatin in Patients with Refractory Solid Tumors	N/A			
NCI-2016-00451	NCT03091660	A Phase III Randomized Trial to Evaluate the Influence of BCG Strain Differences and T Cell Priming with Intradermal BCG before Intravesical Therapy for BCG-Naive High-Grade Non-muscle Invasive Bladder Cancer	N/A			
NCI-2016-00456	NCT02839343	Preoperative Extended Chemotherapy vs. Chemotherapy plus Hypofractionated Radiation Therapy for Borderline Resectable Adenocarcinoma of the Head of the Pancreas	N/A			
NCI-2016-00643	NCT02808650	A Phase 1 Study of LY2606368, a CHK1/2 Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, including CNS Tumors	N/A			
NCI-2016-00666	NCT02775851	A Phase II and Pilot Trial of PD-1 Blockade with MK-3475 (Pembrolizumab) in Patients with Resectable or Unresectable Desmoplastic Melanoma (DM)	N/A			
NCI-2016-00667	NCT02775812	A Phase I and Expansion Cohort Study of Adjuvant Cisplatin, Intensity-Modulated Radiotherapy, and MK-3475 (Pembrolizumab) in High-Risk Head and Neck Squamous Cell Carcinoma (HNSCC)	N/A			
NCI-2016-00708	NCT02780804	A Phase 1 Study of Entinostat, an Oral Histone Deacetylase Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, Including CNS Tumors and Lymphoma	N/A			
NCI-2016-00787	NCT03030417	A Phase I Study of Indenoisoquinoline LMP744 in Adults with Relapsed Solid Tumors and Lymphomas	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-00843	NCT03165721	A Phase II Trial of the DNA Methyl Transferase Inhibitor, Guadecitabine (SGI-110), in Children and Adults with Wild Type GIST, Pheochromocytoma and Paraganglioma Associated with Succinate Dehydrogenase Deficiency and HLRCC-Associated Kidney Cancer	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-00849	NCT03137771	Maintenance Chemotherapy versus Consolidative Stereotactic Body Radiation Therapy (SBRT) plus Maintenance Chemotherapy for Limited Metastatic Non-Small Cell Lung Cancer (NSCLC): A Randomized Phase II Trial	N/A			
NCI-2016-00926	NCT03033992	Feasibility Trial of Optune for Children with Recurrent or Progressive Supratentorial High-Grade Glioma and Ependymoma	N/A			
NCI-2016-00927	NCT03041701	A Phase I/II Trial of the Insulin-Like Growth Factor 1 Receptor (IGF-1R) Antibody AMG479 (Ganitumab) in Combination with the Src Family Kinase (SFK) Inhibitor Dasatinib in Patients with Embryonal and Alveolar Rhabdomyosarcoma	N/A			
NCI-2016-00963	NCT03070886	Phase II-III Trial of Adjuvant Radiotherapy following Radical Prostatectomy with or without Adjuvant Docetaxel	N/A			
NCI-2016-00973	NCT02828358	A Groupwide Pilot Study to Test the Tolerability and Biologic Activity of the Addition of Azacitidine (NSC# 102816) to Chemotherapy in Infants with Acute Lymphoblastic Leukemia (ALL) and KMT2A(MLL) Gene Rearrangement	N/A			
NCI-2016-01040	NCT03141684	A Phase 2 Study of Anti-PD-L1 Antibody (Atezolizumab) in Alveolar Soft Part Sarcoma	Inclusion	Leukocytes >= 2,500/mcL	Leukocyte count greater than or equal to 2500 per microliter	(C51948 >= 2500/uL)
NCI-2016-01041	NCT02834013	DART: Dual Anti-CTLA-4 and Anti-PD-1 Blockade in Rare Tumors	N/A			
NCI-2016-01081	NCT02839707	A Randomized, Phase II/III Study of Pegylated Liposomal Doxorubicin and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin/Bevacizumab and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin/Bevacizumab in Platinum Resistant Ovarian Cancer	N/A			
NCI-2016-01087	NCT02839720	Pilot Study of the MEK1/2 Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) for Adults with Neurofibromatosis Type 1 (NF1) and Cutaneous Neurofibromas (CNF)	N/A			
NCI-2016-01094	NCT03109301	A Phase II Trial of the Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Patients with NF1-Mutated Gastrointestinal Stromal Tumors (GIST)	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01104	NCT02844816	Phase II Trial of Atezolizumab in BCG-Unresponsive Non-muscle Invasive Bladder Cancer	N/A			
NCI-2016-01105	NCT02887521	Pulmonary Rehabilitation before Lung Cancer Resection	N/A			
NCI-2016-01110	NCT02900976	A Pilot Study of Rituximab (RTX) and Third Party Latent Membrane Protein (LMP)-Specific Cytotoxic T-Lymphocytes (LMP-TC) in Pediatric Solid Organ Recipients (SOT) with EBV-Positive CD20-Positive Post-transplant Lymphoproliferative Disease (PTLD)	N/A			
NCI-2016-01130	NCT02849496	A Phase II Multiple-Arm, Open-Label, Randomized Study of PARP Inhibition (Veliparib; ABT-888) and Anti-PD-L1 Therapy (Atezolizumab; MPDL3280A) Either Alone or in Combination in Homologous DNA Repair (HDR) Deficient Triple Negative Breast Cancer (TNBC)	N/A			
NCI-2016-01232	NCT02862275	A Pilot Study of Atezolizumab (MPDL3280A) following Adoptive Cell Transfer in Active Hematologic or Solid Tumor Malignancies	N/A			
NCI-2016-01258	NCT02867592	Phase 2 Trial of XL184 (Cabozantinib) an Oral Small-Molecule Inhibitor of Multiple Kinases, in Children and Young Adults with Refractory Sarcomas, Wilms Tumor, and Other Rare Tumors	N/A			
NCI-2016-01300	NCT02879695	A Phase 1 Study of Blinatumomab in Combination with Checkpoint Inhibitor(s) of PD-1 (Nivolumab) or Both PD-1 (Nivolumab) and CTLA-4 (Ipilimumab) in Patients with Poor-Risk, Relapsed or Refractory CD19+ Precursor B-lymphoblastic Leukemia	N/A			
NCI-2016-01301	NCT02883062	Randomized Phase 2 Study of Neoadjuvant Chemotherapy, Carboplatin and Paclitaxel, with or without Atezolizumab in Triple Negative Breast Cancer (TNBC)	Inclusion	Leukocytes >= 2,500/mcL	Leukocyte count greater than or equal to 2500 per microliter	(C51948 >= 2500/uL)
NCI-2016-01325	NCT02888743	A Phase 2 Study of MEDI4736 (Durvalumab) and Tremelimumab Alone or in Combination with High or Low-Dose Radiation in Metastatic Colorectal and NSCLC	N/A			
NCI-2016-01326	NCT02890329	A Phase 1 Study of Ipilimumab in Combination with Decitabine in Relapsed or Refractory Myelodysplastic Syndrome/Acute Myeloid Leukemia	N/A			
NCI-2016-01346	NCT02893917	A Randomized Phase 2 Study of Cediranib in Combination with Olaparib Versus Olaparib Alone in Men with Metastatic Castration Resistant Prostate Cancer	N/A			
NCI-2016-01356	NCT02893930	A Phase II Study of MLN0128 (TAK-228) in Rapalog-Resistant Advanced Pancreatic Neuroendocrine Tumors (PNET)	Inclusion	Leukocytes >= 3,000/mm^3	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01357	NCT03115333	Change in Relative Cerebral Blood Volume as a Biomarker for Early Response to Bevacizumab in Patients with Recurrent Glioblastoma	N/A			
NCI-2016-01363	NCT02899728	A Phase II Study of Olaparib plus Cediranib in Combination with Standard Therapy for Small Cell Lung Cancer	Inclusion	White blood cell count (WBC) >= 3 x 10^9/L	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01364	NCT02898207	A Phase 1 Study of PARP Inhibitor Olaparib and HSP90 Inhibitor AT13387 for Treatment of Advanced Solid Tumors with Expansion in Patients with Recurrent Epithelial Ovarian, Fallopian Tube, Peritoneal Cancer or Recurrent Triple-Negative Breast Cancer	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01403	NCT03267433	A Randomized Phase III Trial of Consolidation with Autologous Hematopoietic Cell Transplantation Followed by Maintenance Rituximab vs. Maintenance Rituximab Alone for Patients with Mantle Cell Lymphoma in Minimal Residual Disease-Negative First Complete Remission	N/A			
NCI-2016-01412	NCT02975882	A Phase 1 Study of ABI-009 (NAB-RAPAMYCIN) in Pediatric Patients with Recurrent or Refractory Solid Tumors, including CNS Tumors as a Single Agent and in Combination with Temozolomide and Irinotecan	N/A			
NCI-2016-01417	NCT02912559	Randomized Trial of Standard Chemotherapy Alone or Combined with Atezolizumab as Adjuvant Therapy for Patients with Stage III Colon Cancer and Deficient DNA Mismatch Repair	N/A			
NCI-2016-01430	NCT02921269	A Phase 2 Study of Atezolizumab (MPDL3280A) in Combination with Bevacizumab in Patients with Recurrent, Persistent, or Metastatic Cervical Cancer	N/A			
NCI-2016-01461	NCT02923778	A Phase 2 Study of Talimogene Laherparepvec (T-VEC) and Radiation in Localized Soft Tissue Sarcoma	N/A			
NCI-2016-01494	NCT02981628	A Phase 2 Study of Inotuzumab Ozogamicin (NSC# 772518) in Children and Young Adults with Relapsed or Refractory CD22+ B-Acute Lymphoblastic Leukemia (B-ALL)	N/A			
NCI-2016-01501	NCT02936752	A Phase 1b Study of the Anti-PD1 Antibody Pembrolizumab in Combination with the Histone Deacetylase Inhibitor, Entinostat for Treatment of Patients with Myelodysplastic Syndromes after DNA Methyltransferase Inhibitor Therapy Failure	N/A			
NCI-2016-01502	NCT02305654	InPACT- International Penile Advanced Cancer Trial (International Rare Cancers Initiative Study)	N/A			
NCI-2016-01588	NCT03007147	International Phase 3 Trial in Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia (Ph+ALL) Testing Imatinib in Combination with Two Different Cytotoxic Chemotherapy Backbones	N/A			
NCI-2016-01595	NCT02954874	A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of MK-3475 (Pembrolizumab) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer with â‰¥ 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN+) after Neoadjuvant Chemotherapy	N/A			
NCI-2016-01597	NCT03373760	A Phase II Study of MEDI4736 (Durvalumab) plus Tremelimumab as Therapy for Patients with Previously Treated Anti-PD-1/PD-L1 Resistant Stage IV Squamous Cell Lung Cancer (Lung-Map Non-Match Sub-Study)	N/A			
NCI-2016-01619	NCT03180268	Phase III Trial of Observation versus Irradiation for a Gross Totally Resected Grade II Meningioma	N/A			
NCI-2016-01698	NCT02965716	A Phase II Study of Combining T-VEC (NSC-785349) and Pembrolizumab (NSC-776864) in Patients with Advanced Melanoma Who Have Progressed on Anti-PD1/L1 Based Therapy	N/A			
NCI-2016-01733	NCT02971501	A Phase II Trial of AZD9291 (Osimertinib) with or without Bevacizumab in Patients with EGFR Mutation Positive NSCLC and Brain Metastases	N/A			
NCI-2016-01769	NCT02974621	A Randomized Phase 2 Trial of Cediranib and Olaparib Compared to Bevacizumab in Patients with Recurrent Glioblastoma Who Have Not Received Prior VEGF Therapy	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01771	NCT03274687	A Randomized Phase III Trial of Hypofractionated Post-prostatectomy Radiation Therapy (HYPORT) versus Conventional Post-prostatectomy Radiation Therapy (COPORT)	N/A			
NCI-2016-01804	NCT02978625	A Phase II Study of Talimogene Laherparepvec Followed by Talimogene Laherparepvec + Nivolumab in Refractory T Cell and NK Cell Lymphomas, Cutaneous Squamous Cell Carcinoma, Merkel Cell Carcinoma, and Other Rare Skin Tumors	N/A			
NCI-2016-01825	NCT03188393	A Phase II Trial Assessing the Accuracy of Tumor Bed Biopsies in Predicting Pathologic Response in Patients with Clinical/Radiologic Complete Response after Neoadjuvant Chemotherapy in Order to Explore the Feasibility of Breast Conserving Treatment without Surgery	N/A			
NCI-2016-01844	NCT03300544	A Phase I Study of Tailmogene Laheparepvec (Talimogene Laherparepvec) with Neoadjuvant Chemotherapy and Radiation in Adenocarcinoma of the Rectum	N/A			
NCI-2016-01847	NCT03250299	Phase I Study to Determine the Safety and Tolerability of the Oral Microtubule Destabilizer BAL101553 in Combination with Standard Radiation in Patients with MGMT Promoter Unmethylated Newly Diagnosed Glioblastoma	N/A			
NCI-2016-01909	NCT02993146	Phase 1 and Pharmacology Study of Oral 5-Iodo-2-Pyrimidinone-2-Deoxyribose (IPdR) as a Prodrug for IUdR-Mediated Tumor Radiosensitization in Brain Metastases	Inclusion	Leukocytes >= 3,000/mcL	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
NCI-2016-01981	NCT03150693	A Phase III Trial to Evaluate the Efficacy of the Addition of Inotuzumab Ozogamicin (A Conjugated Anti-CD22 Monoclonal Antibody) to Frontline Therapy in Young Adults (Ages 18-39 Years) with Newly Diagnosed Precursor B-Cell ALL	N/A			
NCI-2016-02009	NCT03186898	A Phase III Randomized Trial of Protons versus Photons for Hepatocellular Carcinoma	N/A			
NCI-2016-02060	NCT03216499	Single-Arm, Open-Label Phase II Efficacy Study of First-in-Class HIF2-Alpha Inhibitor, PT2385, for Patients with Recurrent Glioblastoma	N/A			
NCI-2017-00009	NCT03269669	Randomized Phase II Trial in Early Relapsing or Refractory Follicular Lymphoma	N/A			
NCI-2017-00058	NCT03018249	A Randomized Surgical Window Pilot Investigation of the Relationship of Short Term Depo-Provera (Medroxyprogesterone Acetate) (NSC #26386) Compared to Depo-Provera plus Entinostat (NSC #706995) on the Morphologic, Biochemical, and Molecular Changes in Primary Endometrioid Adenocarcinoma of the Uterine Corpus	N/A			
NCI-2017-00105	NCT03033576	A Phase II Randomized Study of Nivolumab (NSC-732442) with Ipilimumab (NSC-748726) or Ipilimumab Alone in Advanced Melanoma Patients Refractory to an Anti-PD1 or Anti-PD-L1 Agent	N/A			
NCI-2017-00135	NCT03377556 	A Phase II Study of Talazoparib (BMN 673) in Patients with Homologous Recombination Repair Deficiency Positive Stage IV Squamous Cell Lung Cancer (Lung-MAP Sub-Study)	N/A			
NCI-2017-00178	NCT03067181	A Phase 3 Study of Active Surveillance for Low Risk and a Randomized Trial of Carboplatin vs. Cisplatin for Standard Risk Pediatric and Adult Patients with Germ Cell Tumors	N/A			
NCI-2017-00203	NCT03180502	A Phase II Randomized Trial of Proton vs. Photon Therapy (IMRT) for Cognitive Preservation in Patients with IDH Mutant, Low to Intermediate Grade Gliomas	N/A			
NCI-2017-00712	NCT03148275	A Non-randomized, Open-Label, Phase 2 Study of Trametinib in Patients with Unresectable or Metastatic Epithelioid Hemangioendothelioma	N/A			
NCI-2017-00766	NCT03233204	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)- A Phase 2 Subprotocol of Olaparib in Patients with Tumors Harboring Defects in DNA Damage Repair Genes	N/A			
NCI-2017-01030	NCT03206047	A Randomized Phase 2 Trial of Atezolizumab (MPDL3280A), SGI-110 and CDX-1401 Vaccine in Recurrent Ovarian Cancer	Inclusion	Leukocytes >= 2,500/mcL	Leukocyte count greater than or equal to 2500 per microliter	(C51948 >= 2500/uL)
NCI-2017-01111	NCT03233191	Tomosynthesis Mammographic Imaging Screening Trial (TMIST)	N/A			
NCI-2017-01243	NCT03213652	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)-Phase 2 Subprotocol of Ensartinib in Patients with Tumors Harboring ALK or ROS1 Genomic Alterations	N/A			
NCI-2017-01244	NCT03220035	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)- Phase 2 Subprotocol of Vemurafenib in Patients with Tumors Harboring Braf V600 Mutations	N/A			
NCI-2017-01245	NCT03213665	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)- Phase 2 Subprotocol of Tazemetostat in Patients with Tumors Harboring Alterations in EZH2 or Members of the SWI/SNF Complex	N/A			
NCI-2017-01249	NCT03213678	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)- Phase 2 Subprotocol of LY3023414 in Patients with Solid Tumors	N/A			
NCI-2017-01250	NCT03213691	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice) - Phase 2 Subprotocol of Selumetinib (AZD6244 Hydrogen Sulfate) in Patients with Tumors Harboring Activating MAPK Pathway Mutations	N/A			
NCI-2017-01251	NCT03155620	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice) Screening Protocol	N/A			
NCI-2017-01264	NCT03213704	NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice) - Phase 2 Subprotocol of LOXO-101 (Larotrectinib) in Patients with Tumors Harboring Actionable NTRK Fusions	N/A			
NCI-2017-01425	NCT03244384	Phase III Randomized Adjuvant Study of MK-3475 (Pembrolizumab) in Muscle Invasive and Locally Advanced Urothelial Carcinoma (AMBASSADOR) versus Observation	Inclusion	Leukocytes >= 3,000/ mm^3	Leukocyte count greater than or equal to 3000 per microliter	(C51948 >= 3000/uL)
